-1.0,2.0,0,6945539379605.51752894018475840506325224134014789185434733420129704643307211159283143882207575411872156891250442580307270522856025450378588896216288582324227632616103175156694583762569563389437614549283318161207812141734074543530109058215694339196487767175720902415018993030676695239443905045291363310841160955647770211129322321470679849496876237765724685494761131566747543155255907182070484410768575913731649215100975249674785510489765396314803755128559033806043512710657662065308056548325293372060327878639845669837449283
-1.0,2.0,1,0.0
-1.0,2.0,2,0.0
-1.0,2.0,3,0.0
-1.0,2.0,4,0.0
-1.0,2.0,5,0.0
-1.0,2.0,6,0.0
-1.0,2.0,7,0.0
-1.0,2.0,8,0.0
-1.0,2.0,9,0.0
-1.0,2.0,10,0.0
-1.0,2.0,11,0.0
-1.0,2.0,12,0.0
-1.0,2.0,13,0.0
-1.0,2.0,14,0.0
-1.0,2.0,15,0.0
-1.0,2.0,16,0.0
-1.0,2.0,17,0.0
-1.0,2.0,18,0.0
-1.0,2.0,19,0.0
-1.0,2.0,20,0.0
-1.0,2.0,21,0.0
-1.0,2.0,22,0.0
-1.0,2.0,23,0.0
-1.0,2.0,24,0.0
-1.0,2.0,25,0.0
-1.0,2.0,26,0.0
-1.0,2.0,27,0.0
-1.0,2.0,28,0.0
-1.0,2.0,29,0.0
-1.0,2.0,30,0.0
-1.0,2.0,31,0.0
-1.0,2.0,32,0.0
-1.0,2.0,33,0.0
-1.0,2.0,34,0.0
-1.0,2.0,35,0.0
-1.0,2.0,36,0.0
-1.0,2.0,37,0.0
-1.0,2.0,38,0.0
-1.0,2.0,0,0.99999999999272404572001288797600831433249544483748988167278735203255962257812795184648841458716015308198322515030395709675414635296091475976894642526459405660652883929331436640949312267363189789352538946626688867289781243371614840312402709003730366225632730092624234746460904340589434482615743878063310014094789884620944019469018495998234357298778428024846557630747075875434529426646304802379613042063700757050721025496877076866245078765976124023307484915944306967911149562460267380540236300628956134726189767308743518318393
-1.0,2.0,0,0.99999999999272404572001288797600831433249544483748988167278735203255962257812795184648841458716015308198322515030395709675414635296091475976894642526459405660652883929331436640949312267363189789352538946626688867289781243371614840312402709003730366225632730092624234746460904340589434482615743878063310014094789884620944019469018495998234357298778428024846557630747075875434529426646304802379613042063700757050721025496877076866245078765976124023307484915944306967911149562460267380540236300628956134726189767308743518318393
