-1.0,4.0,0,6945539379605.51752894018475840506325224134014789185434733420129704643307211159283143882207575411872156891250442580307270522856025450378588896216288582324227632616103175156694583762569563389437614549283318161207812141734074543530109058215694339196487767175720902415018993030676695239443905045291363310841160955647770211129322321470679849496876237765724685494761131566747543155255907182070484410768575913731649215100975249674785510489765396314803755128559033806043512710657662065308056548325293372060327878639845669837449283
-1.0,4.0,1,0.0
-1.0,4.0,2,0.0
-1.0,4.0,3,0.0
-1.0,4.0,4,0.0
-1.0,4.0,5,0.0
-1.0,4.0,6,0.0
-1.0,4.0,7,0.0
-1.0,4.0,8,0.0
-1.0,4.0,9,0.0
-1.0,4.0,10,0.0
-1.0,4.0,11,0.0
-1.0,4.0,12,0.0
-1.0,4.0,13,0.0
-1.0,4.0,14,0.0
-1.0,4.0,15,0.0
-1.0,4.0,16,0.0
-1.0,4.0,17,0.0
-1.0,4.0,18,0.0
-1.0,4.0,19,0.0
-1.0,4.0,20,0.0
-1.0,4.0,21,0.0
-1.0,4.0,22,0.0
-1.0,4.0,23,0.0
-1.0,4.0,24,0.0
-1.0,4.0,25,0.0
-1.0,4.0,26,0.0
-1.0,4.0,27,0.0
-1.0,4.0,28,0.0
-1.0,4.0,29,0.0
-1.0,4.0,30,0.0
-1.0,4.0,31,0.0
-1.0,4.0,32,0.0
-1.0,4.0,33,0.0
-1.0,4.0,34,0.0
-1.0,4.0,35,0.0
-1.0,4.0,36,0.0
-1.0,4.0,37,0.0
-1.0,4.0,38,0.0
-1.0,4.0,0,0.999999999992724042385829808982223250769272854477026034644373983899854139147918861076894094766695488560446238462291145598232644744645735210324452900381065467888299940307581684029644675582972113633430039346044447943456318419248506149888838704157653233618901398069752560266739510280944506290177020175159588991335814673818833558520963199763988411573688416947610761668578775482241127135806098773911186947440182472791976090700398641151914841535265328056859061721412500606116076847547373917005168798176402211755305887124558593542162
-1.0,4.0,0,0.999999999992724042385829808982223250769272854477026034644373983899854139147918861076894094766695488560446238462291145598232644744645735210324452900381065467888299940307581684029644675582972113633430039346044447943456318419248506149888838704157653233618901398069752560266739510280944506290177020175159588991335814673818833558520963199763988411573688416947610761668578775482241127135806098773911186947440182472791976090700398641151914841535265328056859061721412500606116076847547373917005168798176402211755305887124558593542162
